"PostCode","shortPostcode","Year","Town","District","County","Population2019","Population2020","Population2021","Population2022"
"OX3 7SD","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX25 4TD","OX25","2020","BICESTER","CHERWELL","OXFORDSHIRE",10160.7653192616,10217.7931623207,10275.1410772229,10332.8108603888
"OX44 9JN","OX44","2020","OXFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE",8774.87030950269,8824.11974211434,8873.64558982125,8923.44940401805
"OX12 0HN","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX4 4TN","OX4","2020","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"SN7 7NZ","SN7","2020","FARINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14243.4514570043,14323.393596084,14403.7844147285,14484.626431176
"RG8 7HL","RG8","2020","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX29 8LN","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX4 2UQ","OX4","2020","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX25 6LN","OX25","2020","BICESTER","CHERWELL","OXFORDSHIRE",10160.7653192616,10217.7931623207,10275.1410772229,10332.8108603888
"OX29 7TX","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX12 9RG","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX29 4FA","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX13 6QW","OX13","2020","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14217.0433966049,14296.8373190221,14377.0790891301,14457.7712204982
"RG9 5BB","RG9","2020","HENLEY-ON-THAMES","SOUTH OXFORDSHIRE","OXFORDSHIRE",24458.0892194806,24595.3615636108,24733.404356172,24872.2219213475
"OX7 6LF","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX12 9PL","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX11 0ES","OX11","2020","DIDCOT","VALE OF WHITE HORSE","OXFORDSHIRE",34966.3846135979,35162.6353320656,35359.9875182693,35558.4473542561
"OX29 9UW","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX4 4EP","OX4","2020","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX12 9NP","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX1 5PG","OX1","2020","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",27066.1492645224,27218.05948624,27370.8223122655,27524.4425278867
"OX29 5SA","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX14 4FF","OX14","2020","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",47016.9107350385,47280.7956809328,47546.1616953104,47813.017090748
"OX2 9GT","OX2","2020","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",41930.7183021198,42166.0567188189,42402.7159850674,42640.7035142045
"OX7 6GF","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX15 0RF","OX15","2020","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX3 9NQ","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX7 6YZ","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"RG4 9JS","RG4","2020","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",41338.121426758,41570.1338615508,41803.4484786403,42038.0725865947
"OX3 7FP","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX2 8PR","OX2","2020","OXFORD","OXFORD","OXFORDSHIRE",41930.7183021198,42166.0567188189,42402.7159850674,42640.7035142045
"OX3 7RU","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX3 9AY","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX12 8JW","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX3 7BG","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX15 4PD","OX15","2020","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX29 8JY","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX3 9FU","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX3 9JX","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"RG8 9AH","RG8","2020","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX29 6XN","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX7 3QR","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX15 5TJ","OX15","2020","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX14 3GN","OX14","2020","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",47016.9107350385,47280.7956809328,47546.1616953104,47813.017090748
"RG8 0PL","RG8","2020","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX29 4PF","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX11 0EY","OX11","2020","DIDCOT","VALE OF WHITE HORSE","OXFORDSHIRE",34966.3846135979,35162.6353320656,35359.9875182693,35558.4473542561
"OX2 9BY","OX2","2020","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",41930.7183021198,42166.0567188189,42402.7159850674,42640.7035142045
"OX1 5PN","OX1","2020","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",27066.1492645224,27218.05948624,27370.8223122655,27524.4425278867
"OX7 6PQ","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX13 5LF","OX13","2020","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14217.0433966049,14296.8373190221,14377.0790891301,14457.7712204982
"OX33 1HG","OX33","2020","OXFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE",8052.34577697593,8097.54000170189,8142.98788145027,8188.69083987355
"OX29 7NR","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX1 5QZ","OX1","2020","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",27066.1492645224,27218.05948624,27370.8223122655,27524.4425278867
"OX29 9AA","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX12 0HT","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX3 7SL","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX12 9SS","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX3 8EW","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX5 3DX","OX5","2020","KIDLINGTON","CHERWELL","OXFORDSHIRE",24738.0146597139,24876.8581004666,25016.4808075146,25156.8871545322
"OX7 3ET","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX29 4AE","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"RG8 9DJ","RG8","2020","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX10 6ER","OX10","2020","WALLINGFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE",27847.8278523437,28004.125287271,28161.2999499768,28319.3567639494
"OX12 8LA","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX7 6BB","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX3 9EW","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"RG4 9DN","RG4","2020","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",41338.121426758,41570.1338615508,41803.4484786403,42038.0725865947
"OX29 8LJ","OX29","2020","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX12 8SG","OX12","2020","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX4 3TG","OX4","2020","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX3 7FW","OX3","2020","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX7 3EG","OX7","2020","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX15 4AN","OX15","2020","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX13 5DS","OX13","2020","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14217.0433966049,14296.8373190221,14377.0790891301,14457.7712204982
"OX3 9FU","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX4 4QY","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX12 9RG","OX12","2021","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX27 8AD","OX27","2021","BICESTER","CHERWELL","OXFORDSHIRE",6884.05318490779,6922.69030448527,6961.54427697906,7000.61631948785
"OX27 8AB","OX27","2021","BICESTER","CHERWELL","OXFORDSHIRE",6884.05318490779,6922.69030448527,6961.54427697906,7000.61631948785
"OX27 8AH","OX27","2021","BICESTER","CHERWELL","OXFORDSHIRE",6884.05318490779,6922.69030448527,6961.54427697906,7000.61631948785
"OX1 5PE","OX1","2021","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",27066.1492645224,27218.05948624,27370.8223122655,27524.4425278867
"OX2 9BS","OX2","2021","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",41930.7183021198,42166.0567188189,42402.7159850674,42640.7035142045
"OX7 6BB","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX12 8JE","OX12","2021","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX25 5BX","OX25","2021","BICESTER","CHERWELL","OXFORDSHIRE",10160.7653192616,10217.7931623207,10275.1410772229,10332.8108603888
"OX3 7SD","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX7 6DG","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX3 9LA","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX29 8RD","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX14 4JW","OX14","2021","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",47016.9107350385,47280.7956809328,47546.1616953104,47813.017090748
"OX4 4XG","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX15 5RS","OX15","2021","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX4 4TW","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX7 3SJ","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX7 6DW","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX1 5QZ","OX1","2021","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",27066.1492645224,27218.05948624,27370.8223122655,27524.4425278867
"OX5 1FZ","OX5","2021","KIDLINGTON","CHERWELL","OXFORDSHIRE",24738.0146597139,24876.8581004666,25016.4808075146,25156.8871545322
"OX18 2QA","OX18","2021","BAMPTON","WEST OXFORDSHIRE","OXFORDSHIRE",26726.0134465785,26876.0146376833,27026.8577185587,27178.5474143566
"OX27 8AE","OX27","2021","BICESTER","CHERWELL","OXFORDSHIRE",6884.05318490779,6922.69030448527,6961.54427697906,7000.61631948785
"OX11 6GY","OX11","2021","DIDCOT","VALE OF WHITE HORSE","OXFORDSHIRE",34966.3846135979,35162.6353320656,35359.9875182693,35558.4473542561
"OX12 0HL","OX12","2021","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX28 5DG","OX28","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",29072.1055324585,29235.2742918588,29399.3588447165,29564.364330972
"OX3 9FG","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX12 0HN","OX12","2021","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"OX25 2DR","OX25","2021","BICESTER","CHERWELL","OXFORDSHIRE",10160.7653192616,10217.7931623207,10275.1410772229,10332.8108603888
"OX25 2AZ","OX25","2021","BICESTER","CHERWELL","OXFORDSHIRE",10160.7653192616,10217.7931623207,10275.1410772229,10332.8108603888
"OX15 5NR","OX15","2021","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX9 7DR","OX9","2021","THAME","SOUTH OXFORDSHIRE","OXFORDSHIRE",14600.4884336037,14682.4344619603,14764.8404168183,14847.7088795398
"OX4 2BU","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX5 1RL","OX5","2021","KIDLINGTON","CHERWELL","OXFORDSHIRE",24738.0146597139,24876.8581004666,25016.4808075146,25156.8871545322
"OX44 9PN","OX44","2021","OXFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE",8774.87030950269,8824.11974211434,8873.64558982125,8923.44940401805
"OX3 9ED","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX13 5AP","OX13","2021","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14217.0433966049,14296.8373190221,14377.0790891301,14457.7712204982
"OX18 2BU","OX18","2021","BAMPTON","WEST OXFORDSHIRE","OXFORDSHIRE",26726.0134465785,26876.0146376833,27026.8577185587,27178.5474143566
"OX29 8BH","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX25 2DQ","OX25","2021","BICESTER","CHERWELL","OXFORDSHIRE",10160.7653192616,10217.7931623207,10275.1410772229,10332.8108603888
"OX29 6AN","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX7 3QR","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX4 2UG","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX3 8SF","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX5 3DX","OX5","2021","KIDLINGTON","CHERWELL","OXFORDSHIRE",24738.0146597139,24876.8581004666,25016.4808075146,25156.8871545322
"OX17 3FL","OX17","2021","BANBURY","CHERWELL","OXFORDSHIRE",17931.0730111723,18031.7121250019,18132.9160812827,18234.6880502235
"OX3 9GQ","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX13 5HJ","OX13","2021","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14217.0433966049,14296.8373190221,14377.0790891301,14457.7712204982
"OX27 9AT","OX27","2021","BICESTER","CHERWELL","OXFORDSHIRE",6884.05318490779,6922.69030448527,6961.54427697906,7000.61631948785
"OX4 4TN","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX3 9FA","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX14 3GN","OX14","2021","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",47016.9107350385,47280.7956809328,47546.1616953104,47813.017090748
"OX13 5DS","OX13","2021","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14217.0433966049,14296.8373190221,14377.0790891301,14457.7712204982
"OX27 9AQ","OX27","2021","BICESTER","CHERWELL","OXFORDSHIRE",6884.05318490779,6922.69030448527,6961.54427697906,7000.61631948785
"OX25 5LN","OX25","2021","BICESTER","CHERWELL","OXFORDSHIRE",10160.7653192616,10217.7931623207,10275.1410772229,10332.8108603888
"OX4 2NE","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"RG8 9HE","RG8","2021","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX29 9TN","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX15 4EU","OX15","2021","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX44 7JS","OX44","2021","OXFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE",8774.87030950269,8824.11974211434,8873.64558982125,8923.44940401805
"OX10 6LU","OX10","2021","WALLINGFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE",27847.8278523437,28004.125287271,28161.2999499768,28319.3567639494
"OX15 0TH","OX15","2021","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX2 9TA","OX2","2021","OXFORD","VALE OF WHITE HORSE","OXFORDSHIRE",41930.7183021198,42166.0567188189,42402.7159850674,42640.7035142045
"OX3 0JA","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX7 3EG","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX29 4JX","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"RG4 9JS","RG4","2021","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",41338.121426758,41570.1338615508,41803.4484786403,42038.0725865947
"OX29 9TU","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX3 8AB","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX3 7SP","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX18 4BX","OX18","2021","BURFORD","WEST OXFORDSHIRE","OXFORDSHIRE",26726.0134465785,26876.0146376833,27026.8577185587,27178.5474143566
"OX7 3TF","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX7 6FG","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX3 8AE","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX7 4LW","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX4 2ER","OX4","2021","OXFORD","OXFORD","OXFORDSHIRE",65462.4127627905,65829.8240830997,66199.2975192491,66570.8446449749
"OX17 3FJ","OX17","2021","BANBURY","CHERWELL","OXFORDSHIRE",17931.0730111723,18031.7121250019,18132.9160812827,18234.6880502235
"OX3 7RU","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX15 0QN","OX15","2021","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX7 3PJ","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX29 4FR","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX3 0BX","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX15 4AN","OX15","2021","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"OX7 6DE","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX13 5BY","OX13","2021","ABINGDON","VALE OF WHITE HORSE","OXFORDSHIRE",14217.0433966049,14296.8373190221,14377.0790891301,14457.7712204982
"OX3 9FX","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX12 8LA","OX12","2021","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"RG8 0JA","RG8","2021","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX29 9AA","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX27 9AS","OX27","2021","BICESTER","CHERWELL","OXFORDSHIRE",6884.05318490779,6922.69030448527,6961.54427697906,7000.61631948785
"RG8 0JX","RG8","2021","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX44 9HP","OX44","2021","OXFORD","SOUTH OXFORDSHIRE","OXFORDSHIRE",8774.87030950269,8824.11974211434,8873.64558982125,8923.44940401805
"OX15 5BP","OX15","2021","BANBURY","CHERWELL","OXFORDSHIRE",19118.379406728,19225.6823417031,19333.5875201847,19442.0983222972
"RG8 0PL","RG8","2021","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX12 0JE","OX12","2021","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
"RG8 7HL","RG8","2021","READING","SOUTH OXFORDSHIRE","OXFORDSHIRE",19998.295979235,20110.5374934042,20223.4089691219,20336.9139420813
"OX3 8SE","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX3 0HS","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX3 0NY","OX3","2021","OXFORD","OXFORD","OXFORDSHIRE",45883.4767826975,46141.0002694379,46399.969120629,46660.3914484569
"OX18 2HL","OX18","2021","BAMPTON","WEST OXFORDSHIRE","OXFORDSHIRE",26726.0134465785,26876.0146376833,27026.8577185587,27178.5474143566
"OX7 3PT","OX7","2021","CHIPPING NORTON","WEST OXFORDSHIRE","OXFORDSHIRE",24139.0798498562,24274.5617367036,24410.8040229439,24547.8109763597
"OX11 9NT","OX11","2021","DIDCOT","VALE OF WHITE HORSE","OXFORDSHIRE",34966.3846135979,35162.6353320656,35359.9875182693,35558.4473542561
"OX29 8LA","OX29","2021","WITNEY","WEST OXFORDSHIRE","OXFORDSHIRE",24358.794912379,24495.5099618583,24632.9923319222,24771.246329199
"OX12 0AX","OX12","2021","WANTAGE","VALE OF WHITE HORSE","OXFORDSHIRE",26686.9295171874,26836.7113476317,26987.3338366732,27138.8017025535
